product_link,reviews,product
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,My five year old really likes these.,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,"Innocent smoothies are a firm favourite in our house, with apple and blackcurrant the most popular. We're also fans of the environment and like paper straws, unfortunately they're not strong enough to get through the packaging making this useless as a kids lunch snack. I hope the packaging design is rectified soon to get these drinks back to 5 stars. ",NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,Really like buying these especially when on offer. They taste great. perfect for lunches etc..,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,I get these as a treat sometimes for the kids. They get very excited! So I guess that says it all.,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,This is his favourite flavour. Great little packaging. Perfect for lunch boxes.,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,These go down a treat and theyre a brilliant way to get fruit!,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,My five year old really likes these.,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,"Innocent smoothies are a firm favourite in our house, with apple and blackcurrant the most popular. We're also fans of the environment and like paper straws, unfortunately they're not strong enough to get through the packaging making this useless as a kids lunch snack. I hope the packaging design is rectified soon to get these drinks back to 5 stars. ",NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,Really like buying these especially when on offer. They taste great. perfect for lunches etc..,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,I get these as a treat sometimes for the kids. They get very excited! So I guess that says it all.,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,This is his favourite flavour. Great little packaging. Perfect for lunch boxes.,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,These go down a treat and theyre a brilliant way to get fruit!,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,"My daughter absolutely loves this! So do I, adults enjoy this too",NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,Bit pricey if not on offer but you do get what you pay for. Fresh tasting ,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,"High in sugar but plenty of goodness in there. I actually bought them for my husband as he has to have blood taken regularly, and these give him a boost before the drive home. I tried one myself and they're very tasty, nice smooth texture and appealing colour. The packaging is attractive and convenient and has different games and puzzles on the back of each one for kids to play with.",NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,Great way to get vitamins into a child who doesnt like fruit.  Still working on getting the fibre in!,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,"I like the fact that there is no added sugar or artificial ingredients in the innocent smoothies and my kids love them, a good way to get extra fruit into them",NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,"Not my kind of thing, but a regular buy in my house for the children and they love them. Only criticism is the tricky packaging - hard to get the straw out of the cellophane, then into the little hole at the top.",NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,my children love innocent smoothies and the tip on the packaging to freeze them was perfect last summer keep it in mind it will be here sooner than you think - time flies when your having innocent fun!,NA
https://www.ocado.com/products/innocent-kids-apples-blackcurrants-smoothies-29362011,A great way of giving your kids one of their 5-a-day - especiallyas they come in many different flavours and have no additives or added sugar,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"I like this broth and I like garden peas, but I really dont think they go together. Edamame beans are a much better flavour fit for the Thai-style spicing. More edamame beans and ditch the peas, please!",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,Lots of chicken but way too spicy to enjoy.,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"So many peas, actually more than broth! Maybe got a third of a mug of broth. Slightly too sweet. Not balanced at all. Not spicy. Wouldnt but again. Happy to try others. Bailey and Sage is incredible",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"I buy several of these a week and my family love them, however I have noticed the amount of chicken has been reduced drastically. It used to be a filling soup with chunks of chicken, now just a few shreds.",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,Very tasty chicken soup. It helped me to recover from a nasty flu and get my energies back very quickly. Yum yum yum!,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,A wholesome super delicious fragrant soup with just the right amount of chicken and vegetables. This is all about the broth. I can eat this everyday.,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"I like this broth and I like garden peas, but I really dont think they go together. Edamame beans are a much better flavour fit for the Thai-style spicing. More edamame beans and ditch the peas, please!",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,Lots of chicken but way too spicy to enjoy.,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"So many peas, actually more than broth! Maybe got a third of a mug of broth. Slightly too sweet. Not balanced at all. Not spicy. Wouldnt but again. Happy to try others. Bailey and Sage is incredible",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"I buy several of these a week and my family love them, however I have noticed the amount of chicken has been reduced drastically. It used to be a filling soup with chunks of chicken, now just a few shreds.",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,Very tasty chicken soup. It helped me to recover from a nasty flu and get my energies back very quickly. Yum yum yum!,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,A wholesome super delicious fragrant soup with just the right amount of chicken and vegetables. This is all about the broth. I can eat this everyday.,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"I bought this soup based on the number of good reviews.  Oh, it also helped that it was on offer.
I was unimpressed. The quantity is stingy. Based on the nutrition info it looks as though this is meant for 2 people. There is not nearly enough for 2 people.
We added noodles to bulk it out into a decent lunch. 
The soup itself is pleasantly flavoured but quite unpleasant to look at. It has the appearance of a cheap tinned soup, dull and murky looking veg.
Disappointed!",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"Absolutely love this soup. Definite chilli kick but just right. Lots of veg and chicken, although the amounts of these can vary a bit between packs.  Easy to add some noodles to it if wanted, but portion size is just fine for me. . Its a bit pricey, but Ive bought lots when on offer and froze them. I probably have 3 packs a week. Do agree packaging could be looked at, as currently not recyclable.",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,Makes a lovely healthy lunch. Warming and delicious and packed with veggies,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"I was hesitant about trying this as sometimes broths are a bit bland and the veg just bulls it out, wrong! Its so delicious just the right amount of heat and the chicken and veg was very generous. Thoroughly enjoyed it.",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,Great for a light meal. Feels nutritious and has a well balanced flavour.,NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"It is a nice spice, you can feel it when you eat it.
Really good broth, crunchy veg. Lovely chicken. Excellent!",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"not worth creating waste that lasts hundreds of years, just for a convenient lunch. daylesford know about this as they print that the plastic is not recyclable on their packaging.",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"This is a very spicy soup, it has lots  flavour very filling and nourishing.  You can eat it straight up or make it a base for home-made soup.  I served it with some hot buttered toast, My husband said it was delicious and he loved the spiciness.  It was very filling and satisfying. Lots of uses for this bone broth. Can also be frozen.",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"Very much enjoyed this, a bit like hot and sour soup. Tasty chicken within, overall delicious and will buy again",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,"This soup is just wonderful, you really feel it doing you good. It is clear and nutritious and surprisingly filling with lovely flavours and aromas. I will certainly stock up when on offer, as it is so useful to have on hand in the freezer for when illness strikes.",NA
https://www.ocado.com/products/daylesford-organic-10-hour-chicken-bone-broth-with-lemongrass-red-chilli-502753011,Deliciously comforting chicken broth.,NA
