product_link,reviews,product
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,"If you like pumpernickel type bread you will enjoy this, rich in fibre and protein and very low carb content, it is very filling. I like it with everything, but it would be perfect slightly toasted with salmon and cream cheese,  eggs or avocado toast.",NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,"As I'm trying to cut down on carbs, particularly quick snacks, I came across this bread in low carb section and it's been a staple in my weekly shopping basket since. It's similar to pumpernickel bread and definitely tastes better toasted. I only wish it came in a bigger packet! ",NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,"Really horrid! Dry and unpalatable, even toasted, with a weird smell. It ended in the bin.  Fortunately it was a tiny packet. I shall never buy this again and will definitely not recommend it. I'd rather make my own.",NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,Diabetic on a low carb high protein diet and still working out what spikes my blood and what doesnt so thought I would try. Agree with the other reviews 5 very small slices so very very expensive for what you get so really should have a star deducted but the taste is immense. Very like rye and lighter than pumpernickel but closest thing to proper bread you are going to get. Was weird to toast as it took a little longer and went in brown and didnt really change colour but still tasted so good!,NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,"Well, this was an expensive purchase!  Only 6 thin slices which is even less than other similar types of rye bread.  Tasted good toasted and quite filling too with scrambled egg on top.  Just a bit of a shock opening the bag to find so little there!",NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,"Carbzone bread is *amazing*.

It isn't like your usual bread - it's more like a rye bread. It's very Scandinavian (makes sense, the company is Swedish) and tastes almost exactly like the rye bread I ate in Finland as a child. It isn't very nice as is, but 3 or 4 minutes in the toaster and it's incredible.

It is the perfect accompaniment for cream cheese, smoked salmon and fresh dill. It's heavenly. Worth every single penny.",NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,I personally enjoy this bread but it tastes nothing like regular bread so be warned. Its more like a nutty rye bread which is fine with me. Tastes great when toasted and is firm and keeps its crunchiness. It is pricey but for those moaning at ocado the actual carbzone website sells it for the same price so we cant expect ocado to sell it for less but I agree it is very pricey for what it is considering I can buy a whole loaf of loaf carb bread with 12 slices for the same price,NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,Great toasted with peanut butter,NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,"Was better than expected! Nice taste. Lots of soft linseeds that are fun to pop between your teeth. More dense thicker than normal bread. Very thin slices which are the perfect size. These just about worked for french toast/eggy bread, tho not quite the same as normal!",NA
https://www.ocado.com/products/carbzone-lowcarb-protein-rich-bread-304465011,"Tastes quite a bit like real German rye bread. Good macros for keto. You can easily fit a slice or two a day. Don’t try to toast, unless you want a cracker. Expensive, but worth it as it is very filling.",NA
